"";"ModelNumber";"Model";"Run";"Successes";"Successes_A";"Successes_B";"Allocated_A";"Allocated_B"
"752";"20. Neyman CARA";"20. Neyman CARA";752;400;110;290;528;472
"753";"20. Neyman CARA";"20. Neyman CARA";753;235;35;200;484;516
"754";"20. Neyman CARA";"20. Neyman CARA";754;382;91;291;490;510
"755";"20. Neyman CARA";"20. Neyman CARA";755;406;119;287;520;480
"756";"20. Neyman CARA";"20. Neyman CARA";756;378;116;262;551;449
"757";"20. Neyman CARA";"20. Neyman CARA";757;401;127;274;564;436
"758";"20. Neyman CARA";"20. Neyman CARA";758;388;106;282;532;468
"759";"20. Neyman CARA";"20. Neyman CARA";759;398;103;295;502;498
"760";"20. Neyman CARA";"20. Neyman CARA";760;411;90;321;471;529
"761";"20. Neyman CARA";"20. Neyman CARA";761;286;52;234;486;514
"762";"20. Neyman CARA";"20. Neyman CARA";762;193;188;5;993;7
"763";"20. Neyman CARA";"20. Neyman CARA";763;211;206;5;993;7
"764";"20. Neyman CARA";"20. Neyman CARA";764;203;200;3;995;5
"765";"20. Neyman CARA";"20. Neyman CARA";765;238;182;56;903;97
"766";"20. Neyman CARA";"20. Neyman CARA";766;537;150;387;514;486
"767";"20. Neyman CARA";"20. Neyman CARA";767;553;159;394;514;486
"768";"20. Neyman CARA";"20. Neyman CARA";768;380;96;284;487;513
"769";"20. Neyman CARA";"20. Neyman CARA";769;549;169;380;515;485
"770";"20. Neyman CARA";"20. Neyman CARA";770;188;182;6;993;7
"771";"20. Neyman CARA";"20. Neyman CARA";771;374;117;257;551;449
"772";"20. Neyman CARA";"20. Neyman CARA";772;416;106;310;486;514
"773";"20. Neyman CARA";"20. Neyman CARA";773;403;100;303;459;541
"774";"20. Neyman CARA";"20. Neyman CARA";774;398;104;294;488;512
"775";"20. Neyman CARA";"20. Neyman CARA";775;561;164;397;515;485
"776";"20. Neyman CARA";"20. Neyman CARA";776;551;154;397;516;484
"777";"20. Neyman CARA";"20. Neyman CARA";777;248;43;205;484;516
"778";"20. Neyman CARA";"20. Neyman CARA";778;393;109;284;489;511
"779";"20. Neyman CARA";"20. Neyman CARA";779;519;138;381;514;486
"780";"20. Neyman CARA";"20. Neyman CARA";780;216;211;5;992;8
"781";"20. Neyman CARA";"20. Neyman CARA";781;257;64;193;489;511
"782";"20. Neyman CARA";"20. Neyman CARA";782;561;160;401;515;485
"783";"20. Neyman CARA";"20. Neyman CARA";783;402;113;289;505;495
"784";"20. Neyman CARA";"20. Neyman CARA";784;259;51;208;486;514
"785";"20. Neyman CARA";"20. Neyman CARA";785;394;118;276;536;464
"786";"20. Neyman CARA";"20. Neyman CARA";786;569;178;391;515;485
"787";"20. Neyman CARA";"20. Neyman CARA";787;224;218;6;993;7
"788";"20. Neyman CARA";"20. Neyman CARA";788;491;129;362;509;491
"789";"20. Neyman CARA";"20. Neyman CARA";789;196;191;5;994;6
"790";"20. Neyman CARA";"20. Neyman CARA";790;391;110;281;521;479
"791";"20. Neyman CARA";"20. Neyman CARA";791;199;195;4;994;6
"792";"20. Neyman CARA";"20. Neyman CARA";792;306;165;141;748;252
"793";"20. Neyman CARA";"20. Neyman CARA";793;206;201;5;991;9
"794";"20. Neyman CARA";"20. Neyman CARA";794;395;95;300;502;498
"795";"20. Neyman CARA";"20. Neyman CARA";795;215;211;4;992;8
"796";"20. Neyman CARA";"20. Neyman CARA";796;210;204;6;991;9
"797";"20. Neyman CARA";"20. Neyman CARA";797;217;213;4;994;6
"798";"20. Neyman CARA";"20. Neyman CARA";798;201;197;4;994;6
"799";"20. Neyman CARA";"20. Neyman CARA";799;228;223;5;994;6
"800";"20. Neyman CARA";"20. Neyman CARA";800;546;153;393;518;482
"801";"20. Neyman CARA";"20. Neyman CARA";801;207;202;5;993;7
"802";"20. Neyman CARA";"20. Neyman CARA";802;384;106;278;522;478
"803";"20. Neyman CARA";"20. Neyman CARA";803;549;154;395;516;484
"804";"20. Neyman CARA";"20. Neyman CARA";804;568;179;389;515;485
"805";"20. Neyman CARA";"20. Neyman CARA";805;393;100;293;507;493
"806";"20. Neyman CARA";"20. Neyman CARA";806;393;88;305;484;516
"807";"20. Neyman CARA";"20. Neyman CARA";807;221;216;5;993;7
"808";"20. Neyman CARA";"20. Neyman CARA";808;380;86;294;521;479
"809";"20. Neyman CARA";"20. Neyman CARA";809;416;101;315;490;510
"810";"20. Neyman CARA";"20. Neyman CARA";810;523;142;381;529;471
"811";"20. Neyman CARA";"20. Neyman CARA";811;518;141;377;512;488
"812";"20. Neyman CARA";"20. Neyman CARA";812;405;95;310;475;525
"813";"20. Neyman CARA";"20. Neyman CARA";813;262;59;203;485;515
"814";"20. Neyman CARA";"20. Neyman CARA";814;255;42;213;484;516
"815";"20. Neyman CARA";"20. Neyman CARA";815;206;197;9;988;12
"816";"20. Neyman CARA";"20. Neyman CARA";816;400;106;294;492;508
"817";"20. Neyman CARA";"20. Neyman CARA";817;298;150;148;752;248
"818";"20. Neyman CARA";"20. Neyman CARA";818;411;105;306;491;509
"819";"20. Neyman CARA";"20. Neyman CARA";819;418;100;318;491;509
"820";"20. Neyman CARA";"20. Neyman CARA";820;557;173;384;515;485
"821";"20. Neyman CARA";"20. Neyman CARA";821;420;112;308;483;517
"822";"20. Neyman CARA";"20. Neyman CARA";822;204;201;3;995;5
"823";"20. Neyman CARA";"20. Neyman CARA";823;187;183;4;993;7
"824";"20. Neyman CARA";"20. Neyman CARA";824;206;200;6;992;8
"825";"20. Neyman CARA";"20. Neyman CARA";825;416;89;327;467;533
"826";"20. Neyman CARA";"20. Neyman CARA";826;230;226;4;994;6
"827";"20. Neyman CARA";"20. Neyman CARA";827;202;199;3;993;7
"828";"20. Neyman CARA";"20. Neyman CARA";828;499;150;349;534;466
"829";"20. Neyman CARA";"20. Neyman CARA";829;415;91;324;477;523
"830";"20. Neyman CARA";"20. Neyman CARA";830;201;197;4;994;6
"831";"20. Neyman CARA";"20. Neyman CARA";831;190;184;6;993;7
"832";"20. Neyman CARA";"20. Neyman CARA";832;225;216;9;987;13
"833";"20. Neyman CARA";"20. Neyman CARA";833;421;124;297;513;487
"834";"20. Neyman CARA";"20. Neyman CARA";834;207;202;5;993;7
"835";"20. Neyman CARA";"20. Neyman CARA";835;399;96;303;488;512
"836";"20. Neyman CARA";"20. Neyman CARA";836;408;105;303;505;495
"837";"20. Neyman CARA";"20. Neyman CARA";837;386;96;290;487;513
"838";"20. Neyman CARA";"20. Neyman CARA";838;530;145;385;514;486
"839";"20. Neyman CARA";"20. Neyman CARA";839;402;94;308;477;523
"840";"20. Neyman CARA";"20. Neyman CARA";840;264;57;207;485;515
"841";"20. Neyman CARA";"20. Neyman CARA";841;536;155;381;517;483
"842";"20. Neyman CARA";"20. Neyman CARA";842;407;98;309;502;498
"843";"20. Neyman CARA";"20. Neyman CARA";843;414;125;289;520;480
"844";"20. Neyman CARA";"20. Neyman CARA";844;443;103;340;497;503
"845";"20. Neyman CARA";"20. Neyman CARA";845;395;97;298;492;508
"846";"20. Neyman CARA";"20. Neyman CARA";846;392;108;284;502;498
"847";"20. Neyman CARA";"20. Neyman CARA";847;253;57;196;485;515
"848";"20. Neyman CARA";"20. Neyman CARA";848;380;95;285;484;516
"849";"20. Neyman CARA";"20. Neyman CARA";849;436;90;346;469;531
"850";"20. Neyman CARA";"20. Neyman CARA";850;404;115;289;522;478
"851";"20. Neyman CARA";"20. Neyman CARA";851;482;126;356;523;477
"852";"20. Neyman CARA";"20. Neyman CARA";852;190;186;4;992;8
"853";"20. Neyman CARA";"20. Neyman CARA";853;376;90;286;518;482
"854";"20. Neyman CARA";"20. Neyman CARA";854;536;151;385;515;485
"855";"20. Neyman CARA";"20. Neyman CARA";855;199;196;3;994;6
"856";"20. Neyman CARA";"20. Neyman CARA";856;408;108;300;498;502
"857";"20. Neyman CARA";"20. Neyman CARA";857;544;166;378;515;485
"858";"20. Neyman CARA";"20. Neyman CARA";858;558;182;376;514;486
"859";"20. Neyman CARA";"20. Neyman CARA";859;269;163;106;828;172
"860";"20. Neyman CARA";"20. Neyman CARA";860;390;87;303;478;522
"861";"20. Neyman CARA";"20. Neyman CARA";861;381;93;288;504;496
"862";"20. Neyman CARA";"20. Neyman CARA";862;386;107;279;513;487
"863";"20. Neyman CARA";"20. Neyman CARA";863;389;111;278;549;451
"864";"20. Neyman CARA";"20. Neyman CARA";864;534;142;392;515;485
"865";"20. Neyman CARA";"20. Neyman CARA";865;385;92;293;496;504
"866";"20. Neyman CARA";"20. Neyman CARA";866;401;95;306;485;515
"867";"20. Neyman CARA";"20. Neyman CARA";867;380;95;285;480;520
"868";"20. Neyman CARA";"20. Neyman CARA";868;409;114;295;510;490
"869";"20. Neyman CARA";"20. Neyman CARA";869;523;149;374;526;474
"870";"20. Neyman CARA";"20. Neyman CARA";870;397;97;300;486;514
"871";"20. Neyman CARA";"20. Neyman CARA";871;396;103;293;506;494
"872";"20. Neyman CARA";"20. Neyman CARA";872;519;141;378;515;485
"873";"20. Neyman CARA";"20. Neyman CARA";873;394;93;301;480;520
"874";"20. Neyman CARA";"20. Neyman CARA";874;318;140;178;705;295
"875";"20. Neyman CARA";"20. Neyman CARA";875;389;93;296;509;491
"876";"20. Neyman CARA";"20. Neyman CARA";876;308;160;148;765;235
"877";"20. Neyman CARA";"20. Neyman CARA";877;420;100;320;479;521
"878";"20. Neyman CARA";"20. Neyman CARA";878;415;87;328;459;541
"879";"20. Neyman CARA";"20. Neyman CARA";879;459;129;330;509;491
"880";"20. Neyman CARA";"20. Neyman CARA";880;411;107;304;501;499
"881";"20. Neyman CARA";"20. Neyman CARA";881;203;199;4;994;6
"882";"20. Neyman CARA";"20. Neyman CARA";882;393;115;278;522;478
"883";"20. Neyman CARA";"20. Neyman CARA";883;190;185;5;992;8
"884";"20. Neyman CARA";"20. Neyman CARA";884;549;156;393;513;487
"885";"20. Neyman CARA";"20. Neyman CARA";885;198;194;4;995;5
"886";"20. Neyman CARA";"20. Neyman CARA";886;402;93;309;485;515
"887";"20. Neyman CARA";"20. Neyman CARA";887;549;157;392;531;469
"888";"20. Neyman CARA";"20. Neyman CARA";888;196;194;2;995;5
"889";"20. Neyman CARA";"20. Neyman CARA";889;543;166;377;513;487
"890";"20. Neyman CARA";"20. Neyman CARA";890;404;93;311;484;516
"891";"20. Neyman CARA";"20. Neyman CARA";891;192;187;5;994;6
"892";"20. Neyman CARA";"20. Neyman CARA";892;411;89;322;464;536
"893";"20. Neyman CARA";"20. Neyman CARA";893;400;99;301;492;508
"894";"20. Neyman CARA";"20. Neyman CARA";894;399;99;300;492;508
"895";"20. Neyman CARA";"20. Neyman CARA";895;548;157;391;515;485
"896";"20. Neyman CARA";"20. Neyman CARA";896;202;198;4;995;5
"897";"20. Neyman CARA";"20. Neyman CARA";897;399;121;278;507;493
"898";"20. Neyman CARA";"20. Neyman CARA";898;374;102;272;520;480
"899";"20. Neyman CARA";"20. Neyman CARA";899;290;173;117;812;188
"900";"20. Neyman CARA";"20. Neyman CARA";900;417;104;313;501;499
"901";"20. Neyman CARA";"20. Neyman CARA";901;388;108;280;534;466
"902";"20. Neyman CARA";"20. Neyman CARA";902;185;183;2;995;5
"903";"20. Neyman CARA";"20. Neyman CARA";903;542;151;391;515;485
"904";"20. Neyman CARA";"20. Neyman CARA";904;190;187;3;995;5
"905";"20. Neyman CARA";"20. Neyman CARA";905;411;114;297;480;520
"906";"20. Neyman CARA";"20. Neyman CARA";906;385;96;289;501;499
"907";"20. Neyman CARA";"20. Neyman CARA";907;539;147;392;514;486
"908";"20. Neyman CARA";"20. Neyman CARA";908;375;99;276;512;488
"909";"20. Neyman CARA";"20. Neyman CARA";909;541;143;398;512;488
"910";"20. Neyman CARA";"20. Neyman CARA";910;403;94;309;496;504
"911";"20. Neyman CARA";"20. Neyman CARA";911;239;181;58;914;86
"912";"20. Neyman CARA";"20. Neyman CARA";912;503;138;365;524;476
"913";"20. Neyman CARA";"20. Neyman CARA";913;403;95;308;513;487
"914";"20. Neyman CARA";"20. Neyman CARA";914;214;209;5;994;6
"915";"20. Neyman CARA";"20. Neyman CARA";915;213;211;2;995;5
"916";"20. Neyman CARA";"20. Neyman CARA";916;468;131;337;524;476
"917";"20. Neyman CARA";"20. Neyman CARA";917;393;106;287;519;481
"918";"20. Neyman CARA";"20. Neyman CARA";918;405;112;293;510;490
"919";"20. Neyman CARA";"20. Neyman CARA";919;395;76;319;466;534
"920";"20. Neyman CARA";"20. Neyman CARA";920;404;89;315;470;530
"921";"20. Neyman CARA";"20. Neyman CARA";921;515;134;381;516;484
"922";"20. Neyman CARA";"20. Neyman CARA";922;378;82;296;489;511
"923";"20. Neyman CARA";"20. Neyman CARA";923;218;212;6;993;7
"924";"20. Neyman CARA";"20. Neyman CARA";924;394;93;301;473;527
"925";"20. Neyman CARA";"20. Neyman CARA";925;209;203;6;992;8
"926";"20. Neyman CARA";"20. Neyman CARA";926;206;201;5;993;7
"927";"20. Neyman CARA";"20. Neyman CARA";927;460;117;343;512;488
"928";"20. Neyman CARA";"20. Neyman CARA";928;493;140;353;513;487
"929";"20. Neyman CARA";"20. Neyman CARA";929;396;89;307;492;508
"930";"20. Neyman CARA";"20. Neyman CARA";930;388;103;285;509;491
"931";"20. Neyman CARA";"20. Neyman CARA";931;198;194;4;995;5
"932";"20. Neyman CARA";"20. Neyman CARA";932;402;102;300;481;519
"933";"20. Neyman CARA";"20. Neyman CARA";933;285;169;116;810;190
"934";"20. Neyman CARA";"20. Neyman CARA";934;505;131;374;502;498
"935";"20. Neyman CARA";"20. Neyman CARA";935;521;151;370;516;484
"936";"20. Neyman CARA";"20. Neyman CARA";936;212;206;6;993;7
"937";"20. Neyman CARA";"20. Neyman CARA";937;389;105;284;498;502
"938";"20. Neyman CARA";"20. Neyman CARA";938;244;40;204;485;515
"939";"20. Neyman CARA";"20. Neyman CARA";939;541;150;391;515;485
"940";"20. Neyman CARA";"20. Neyman CARA";940;199;196;3;995;5
"941";"20. Neyman CARA";"20. Neyman CARA";941;392;103;289;503;497
"942";"20. Neyman CARA";"20. Neyman CARA";942;190;187;3;995;5
"943";"20. Neyman CARA";"20. Neyman CARA";943;226;223;3;994;6
"944";"20. Neyman CARA";"20. Neyman CARA";944;402;114;288;505;495
"945";"20. Neyman CARA";"20. Neyman CARA";945;278;152;126;769;231
"946";"20. Neyman CARA";"20. Neyman CARA";946;424;98;326;498;502
"947";"20. Neyman CARA";"20. Neyman CARA";947;384;106;278;523;477
"948";"20. Neyman CARA";"20. Neyman CARA";948;421;105;316;501;499
"949";"20. Neyman CARA";"20. Neyman CARA";949;212;208;4;994;6
"950";"20. Neyman CARA";"20. Neyman CARA";950;540;153;387;516;484
"951";"20. Neyman CARA";"20. Neyman CARA";951;532;145;387;515;485
"952";"20. Neyman CARA";"20. Neyman CARA";952;397;93;304;496;504
"953";"20. Neyman CARA";"20. Neyman CARA";953;541;151;390;516;484
"954";"20. Neyman CARA";"20. Neyman CARA";954;415;104;311;479;521
"955";"20. Neyman CARA";"20. Neyman CARA";955;393;94;299;480;520
"956";"20. Neyman CARA";"20. Neyman CARA";956;377;143;234;611;389
"957";"20. Neyman CARA";"20. Neyman CARA";957;396;122;274;524;476
"958";"20. Neyman CARA";"20. Neyman CARA";958;289;177;112;812;188
"959";"20. Neyman CARA";"20. Neyman CARA";959;377;84;293;525;475
"960";"20. Neyman CARA";"20. Neyman CARA";960;416;98;318;496;504
"961";"20. Neyman CARA";"20. Neyman CARA";961;519;137;382;517;483
"962";"20. Neyman CARA";"20. Neyman CARA";962;392;88;304;495;505
"963";"20. Neyman CARA";"20. Neyman CARA";963;207;203;4;993;7
"964";"20. Neyman CARA";"20. Neyman CARA";964;379;83;296;482;518
"965";"20. Neyman CARA";"20. Neyman CARA";965;246;48;198;485;515
"966";"20. Neyman CARA";"20. Neyman CARA";966;511;154;357;528;472
"967";"20. Neyman CARA";"20. Neyman CARA";967;207;203;4;995;5
"968";"20. Neyman CARA";"20. Neyman CARA";968;292;162;130;746;254
"969";"20. Neyman CARA";"20. Neyman CARA";969;214;208;6;992;8
"970";"20. Neyman CARA";"20. Neyman CARA";970;529;150;379;518;482
"971";"20. Neyman CARA";"20. Neyman CARA";971;201;197;4;994;6
"972";"20. Neyman CARA";"20. Neyman CARA";972;517;133;384;512;488
"973";"20. Neyman CARA";"20. Neyman CARA";973;412;117;295;509;491
"974";"20. Neyman CARA";"20. Neyman CARA";974;399;102;297;500;500
"975";"20. Neyman CARA";"20. Neyman CARA";975;419;109;310;490;510
"976";"20. Neyman CARA";"20. Neyman CARA";976;378;117;261;550;450
"977";"20. Neyman CARA";"20. Neyman CARA";977;263;201;62;906;94
"978";"20. Neyman CARA";"20. Neyman CARA";978;389;106;283;508;492
"979";"20. Neyman CARA";"20. Neyman CARA";979;552;155;397;513;487
"980";"20. Neyman CARA";"20. Neyman CARA";980;210;205;5;994;6
"981";"20. Neyman CARA";"20. Neyman CARA";981;210;205;5;991;9
"982";"20. Neyman CARA";"20. Neyman CARA";982;408;113;295;506;494
"983";"20. Neyman CARA";"20. Neyman CARA";983;553;25;528;110;890
"984";"20. Neyman CARA";"20. Neyman CARA";984;516;167;349;514;486
"985";"20. Neyman CARA";"20. Neyman CARA";985;210;206;4;995;5
"986";"20. Neyman CARA";"20. Neyman CARA";986;541;152;389;515;485
"987";"20. Neyman CARA";"20. Neyman CARA";987;193;190;3;995;5
"988";"20. Neyman CARA";"20. Neyman CARA";988;205;201;4;995;5
"989";"20. Neyman CARA";"20. Neyman CARA";989;210;206;4;994;6
"990";"20. Neyman CARA";"20. Neyman CARA";990;396;90;306;475;525
"991";"20. Neyman CARA";"20. Neyman CARA";991;213;208;5;993;7
"992";"20. Neyman CARA";"20. Neyman CARA";992;409;111;298;502;498
"993";"20. Neyman CARA";"20. Neyman CARA";993;402;97;305;508;492
"994";"20. Neyman CARA";"20. Neyman CARA";994;535;155;380;512;488
"995";"20. Neyman CARA";"20. Neyman CARA";995;404;114;290;502;498
"996";"20. Neyman CARA";"20. Neyman CARA";996;387;100;287;516;484
"997";"20. Neyman CARA";"20. Neyman CARA";997;571;172;399;516;484
"998";"20. Neyman CARA";"20. Neyman CARA";998;201;195;6;991;9
"999";"20. Neyman CARA";"20. Neyman CARA";999;417;89;328;455;545
"1000";"20";"20. Neyman CARA";1000;397;94;303;506;494
